,index,speaker,sent_sv,sent_en,sent_idx,paragraph_text_sv,paragraph_text_en,paragraph_idx
1147,1149,Annie Lööf (C),Jag undrar varför Nooshi Dadgostar fipplar med korten framför väljarna och vilseleder dem i den här frågan.,I wonder why Nooshi Dadgostar fiddles with the cards in front of the voters and misleads them in this matter.,0,Jag undrar varför Nooshi Dadgostar fipplar med korten framför väljarna och vilseleder dem i den här frågan. Hur skyndar det på den gröna omställningen och möter den globala klimatkrisen om vi frikopplar oss och kör ett protektionistiskt race?,I wonder why Nooshi Dadgostar fiddles with the cards in front of the voters and misleads them in this matter. How does it accelerate the green transition and face the global climate crisis if we disengage and run a protectionist race?,1
1148,1150,Annie Lööf (C),Hur skyndar det på den gröna omställningen och möter den globala klimatkrisen om vi frikopplar oss och kör ett protektionistiskt race?,How does it accelerate the green transition and face the global climate crisis if we disengage and run a protectionist race?,1,Jag undrar varför Nooshi Dadgostar fipplar med korten framför väljarna och vilseleder dem i den här frågan. Hur skyndar det på den gröna omställningen och möter den globala klimatkrisen om vi frikopplar oss och kör ett protektionistiskt race?,I wonder why Nooshi Dadgostar fiddles with the cards in front of the voters and misleads them in this matter. How does it accelerate the green transition and face the global climate crisis if we disengage and run a protectionist race?,1
1149,1151,Annie Lööf (C),"Det är ju genom samarbete, gränsöverskridande lösningar och marknadsekonomi som vi kan mota den globala klimatkrisen.","It is through cooperation, cross-border solutions and the market economy that we can meet the global climate crisis.",0,"Det är ju genom samarbete, gränsöverskridande lösningar och marknadsekonomi som vi kan mota den globala klimatkrisen. Det är så vi kan få mer grön elproduktion, sänka våra klimatutsläpp och skapa gröna jobb och gröna företag.","It is through cooperation, cross-border solutions and the market economy that we can meet the global climate crisis. This is how we can get more green electricity production, reduce our climate emissions and create green jobs and green companies.",2
1150,1152,Annie Lööf (C),"Det är så vi kan få mer grön elproduktion, sänka våra klimatutsläpp och skapa gröna jobb och gröna företag.","This is how we can get more green electricity production, reduce our climate emissions and create green jobs and green companies.",1,"Det är ju genom samarbete, gränsöverskridande lösningar och marknadsekonomi som vi kan mota den globala klimatkrisen. Det är så vi kan få mer grön elproduktion, sänka våra klimatutsläpp och skapa gröna jobb och gröna företag.","It is through cooperation, cross-border solutions and the market economy that we can meet the global climate crisis. This is how we can get more green electricity production, reduce our climate emissions and create green jobs and green companies.",2
1151,1153,Annie Lööf (C),Vi behöver fler elkablar inom landet.,We need more power cables within the country.,0,"Vi behöver fler elkablar inom landet. Vi behöver mer och ökad elproduktion. Vi behöver lägre konsumtionsskatter. Vi behöver konkurrenskraftiga villkor för våra företag. Det är bara så vi kan skapa fler jobb och företag och se till att Europa tar den gröna ledartröjan i den globala klimatomställningen. Mer samarbete, inte mindre!","We need more power cables within the country. We need more and increased electricity production. We need lower consumption taxes. We need competitive conditions for our companies. This is the only way we can create more jobs and companies and ensure that Europe takes the green leader&#39;s edge in global climate change. More cooperation, not less!",3
1152,1154,Annie Lööf (C),Vi behöver mer och ökad elproduktion.,We need more and increased electricity production.,1,"Vi behöver fler elkablar inom landet. Vi behöver mer och ökad elproduktion. Vi behöver lägre konsumtionsskatter. Vi behöver konkurrenskraftiga villkor för våra företag. Det är bara så vi kan skapa fler jobb och företag och se till att Europa tar den gröna ledartröjan i den globala klimatomställningen. Mer samarbete, inte mindre!","We need more power cables within the country. We need more and increased electricity production. We need lower consumption taxes. We need competitive conditions for our companies. This is the only way we can create more jobs and companies and ensure that Europe takes the green leader&#39;s edge in global climate change. More cooperation, not less!",3
1153,1155,Annie Lööf (C),Vi behöver lägre konsumtionsskatter.,We need lower consumption taxes.,2,"Vi behöver fler elkablar inom landet. Vi behöver mer och ökad elproduktion. Vi behöver lägre konsumtionsskatter. Vi behöver konkurrenskraftiga villkor för våra företag. Det är bara så vi kan skapa fler jobb och företag och se till att Europa tar den gröna ledartröjan i den globala klimatomställningen. Mer samarbete, inte mindre!","We need more power cables within the country. We need more and increased electricity production. We need lower consumption taxes. We need competitive conditions for our companies. This is the only way we can create more jobs and companies and ensure that Europe takes the green leader&#39;s edge in global climate change. More cooperation, not less!",3
1154,1156,Annie Lööf (C),Vi behöver konkurrenskraftiga villkor för våra företag.,We need competitive conditions for our companies.,3,"Vi behöver fler elkablar inom landet. Vi behöver mer och ökad elproduktion. Vi behöver lägre konsumtionsskatter. Vi behöver konkurrenskraftiga villkor för våra företag. Det är bara så vi kan skapa fler jobb och företag och se till att Europa tar den gröna ledartröjan i den globala klimatomställningen. Mer samarbete, inte mindre!","We need more power cables within the country. We need more and increased electricity production. We need lower consumption taxes. We need competitive conditions for our companies. This is the only way we can create more jobs and companies and ensure that Europe takes the green leader&#39;s edge in global climate change. More cooperation, not less!",3
1155,1157,Annie Lööf (C),Det är bara så vi kan skapa fler jobb och företag och se till att Europa tar den gröna ledartröjan i den globala klimatomställningen.,This is the only way we can create more jobs and companies and ensure that Europe takes the green leader&#39;s edge in global climate change.,4,"Vi behöver fler elkablar inom landet. Vi behöver mer och ökad elproduktion. Vi behöver lägre konsumtionsskatter. Vi behöver konkurrenskraftiga villkor för våra företag. Det är bara så vi kan skapa fler jobb och företag och se till att Europa tar den gröna ledartröjan i den globala klimatomställningen. Mer samarbete, inte mindre!","We need more power cables within the country. We need more and increased electricity production. We need lower consumption taxes. We need competitive conditions for our companies. This is the only way we can create more jobs and companies and ensure that Europe takes the green leader&#39;s edge in global climate change. More cooperation, not less!",3
1156,1158,Annie Lööf (C),"Mer samarbete, inte mindre!","More cooperation, not less!",5,"Vi behöver fler elkablar inom landet. Vi behöver mer och ökad elproduktion. Vi behöver lägre konsumtionsskatter. Vi behöver konkurrenskraftiga villkor för våra företag. Det är bara så vi kan skapa fler jobb och företag och se till att Europa tar den gröna ledartröjan i den globala klimatomställningen. Mer samarbete, inte mindre!","We need more power cables within the country. We need more and increased electricity production. We need lower consumption taxes. We need competitive conditions for our companies. This is the only way we can create more jobs and companies and ensure that Europe takes the green leader&#39;s edge in global climate change. More cooperation, not less!",3
1158,1160,Ebba Busch (KD),Jag vill börja med att citera en pensionär från Munkedal: Jag har 12 000 i pension.,"I want to start by quoting a pensioner from Munkedal: I have 12,000 in pension.",1,Fru talman! Jag vill börja med att citera en pensionär från Munkedal: Jag har 12 000 i pension. Nu har jag fått en elräkning på över 10 000. Det här går inte.,"Madam President! I want to start by quoting a pensioner from Munkedal: I have 12,000 in pension. Now I have an electricity bill of over 10,000. This is not possible.",0
1159,1161,Ebba Busch (KD),Nu har jag fått en elräkning på över 10 000.,"Now I have an electricity bill of over 10,000.",2,Fru talman! Jag vill börja med att citera en pensionär från Munkedal: Jag har 12 000 i pension. Nu har jag fått en elräkning på över 10 000. Det här går inte.,"Madam President! I want to start by quoting a pensioner from Munkedal: I have 12,000 in pension. Now I have an electricity bill of over 10,000. This is not possible.",0
1160,1162,Ebba Busch (KD),Det här går inte.,This is not possible.,3,Fru talman! Jag vill börja med att citera en pensionär från Munkedal: Jag har 12 000 i pension. Nu har jag fått en elräkning på över 10 000. Det här går inte.,"Madam President! I want to start by quoting a pensioner from Munkedal: I have 12,000 in pension. Now I have an electricity bill of over 10,000. This is not possible.",0
1161,1163,Ebba Busch (KD),På ett år har han fått se sitt elpris öka med 725 procent.,"In one year, he has seen his electricity price increase by 725 percent.",0,På ett år har han fått se sitt elpris öka med 725 procent. Han är en av många som fått lära sig vad det innebär att lämna ett energisystem som var ett av världens bästa.,"In one year, he has seen his electricity price increase by 725 percent. He is one of many who have learned what it means to leave an energy system that was one of the best in the world.",1
1162,1164,Ebba Busch (KD),Han är en av många som fått lära sig vad det innebär att lämna ett energisystem som var ett av världens bästa.,He is one of many who have learned what it means to leave an energy system that was one of the best in the world.,1,På ett år har han fått se sitt elpris öka med 725 procent. Han är en av många som fått lära sig vad det innebär att lämna ett energisystem som var ett av världens bästa.,"In one year, he has seen his electricity price increase by 725 percent. He is one of many who have learned what it means to leave an energy system that was one of the best in the world.",1
1163,1165,Ebba Busch (KD),Centerpartiet är lite grann som det svenska kärnkraftsmotståndets Urcellen Ellen.,The Center Party is a bit like the Swedish nuclear power resistance&#39;s Urcellen Ellen.,0,"Centerpartiet är lite grann som det svenska kärnkraftsmotståndets Urcellen Ellen. Det var Centerpartiet som för 50 år sedan först av alla tog strid mot kärnkraften - innan det blev coolt, så att säga. Nu är det inte coolt. Nu är det bara kallt.","The Center Party is a bit like the Swedish nuclear power resistance&#39;s Urcellen Ellen. It was the Center Party that 50 years ago first of all fought against nuclear power - before it got cool, so to speak. Now it&#39;s not cool. Now it&#39;s just cold.",2
1164,1166,Ebba Busch (KD),"Det var Centerpartiet som för 50 år sedan först av alla tog strid mot kärnkraften - innan det blev coolt, så att säga.","It was the Center Party that 50 years ago first of all fought against nuclear power - before it got cool, so to speak.",1,"Centerpartiet är lite grann som det svenska kärnkraftsmotståndets Urcellen Ellen. Det var Centerpartiet som för 50 år sedan först av alla tog strid mot kärnkraften - innan det blev coolt, så att säga. Nu är det inte coolt. Nu är det bara kallt.","The Center Party is a bit like the Swedish nuclear power resistance&#39;s Urcellen Ellen. It was the Center Party that 50 years ago first of all fought against nuclear power - before it got cool, so to speak. Now it&#39;s not cool. Now it&#39;s just cold.",2
1165,1167,Ebba Busch (KD),Nu är det inte coolt.,Now it&#39;s not cool.,2,"Centerpartiet är lite grann som det svenska kärnkraftsmotståndets Urcellen Ellen. Det var Centerpartiet som för 50 år sedan först av alla tog strid mot kärnkraften - innan det blev coolt, så att säga. Nu är det inte coolt. Nu är det bara kallt.","The Center Party is a bit like the Swedish nuclear power resistance&#39;s Urcellen Ellen. It was the Center Party that 50 years ago first of all fought against nuclear power - before it got cool, so to speak. Now it&#39;s not cool. Now it&#39;s just cold.",2
1166,1168,Ebba Busch (KD),Nu är det bara kallt.,Now it&#39;s just cold.,3,"Centerpartiet är lite grann som det svenska kärnkraftsmotståndets Urcellen Ellen. Det var Centerpartiet som för 50 år sedan först av alla tog strid mot kärnkraften - innan det blev coolt, så att säga. Nu är det inte coolt. Nu är det bara kallt.","The Center Party is a bit like the Swedish nuclear power resistance&#39;s Urcellen Ellen. It was the Center Party that 50 years ago first of all fought against nuclear power - before it got cool, so to speak. Now it&#39;s not cool. Now it&#39;s just cold.",2
1167,1169,Ebba Busch (KD),"Så sent som för två år sedan, i januari 2020, var det Centerpartiet som stoppade vårt försök att förhindra en nedsläckning av Ringhals 1 och 2.","As recently as two years ago, in January 2020, it was the Center Party that stopped our attempt to prevent the extinguishing of Ringhals 1 and 2.",0,"Så sent som för två år sedan, i januari 2020, var det Centerpartiet som stoppade vårt försök att förhindra en nedsläckning av Ringhals 1 och 2. Nu står vi här. Min fråga till Centerpartiet är: Blev det bra, eller har ni med tiden kommit att ompröva er inställning till kärnkraften?","As recently as two years ago, in January 2020, it was the Center Party that stopped our attempt to prevent the extinguishing of Ringhals 1 and 2. Now we stand here. My question to the Center Party is: Was it good, or have you over time reconsidered your attitude to nuclear power?",3
1168,1170,Ebba Busch (KD),Nu står vi här.,Now we stand here.,1,"Så sent som för två år sedan, i januari 2020, var det Centerpartiet som stoppade vårt försök att förhindra en nedsläckning av Ringhals 1 och 2. Nu står vi här. Min fråga till Centerpartiet är: Blev det bra, eller har ni med tiden kommit att ompröva er inställning till kärnkraften?","As recently as two years ago, in January 2020, it was the Center Party that stopped our attempt to prevent the extinguishing of Ringhals 1 and 2. Now we stand here. My question to the Center Party is: Was it good, or have you over time reconsidered your attitude to nuclear power?",3
1169,1171,Ebba Busch (KD),"Min fråga till Centerpartiet är: Blev det bra, eller har ni med tiden kommit att ompröva er inställning till kärnkraften?","My question to the Center Party is: Was it good, or have you over time reconsidered your attitude to nuclear power?",2,"Så sent som för två år sedan, i januari 2020, var det Centerpartiet som stoppade vårt försök att förhindra en nedsläckning av Ringhals 1 och 2. Nu står vi här. Min fråga till Centerpartiet är: Blev det bra, eller har ni med tiden kommit att ompröva er inställning till kärnkraften?","As recently as two years ago, in January 2020, it was the Center Party that stopped our attempt to prevent the extinguishing of Ringhals 1 and 2. Now we stand here. My question to the Center Party is: Was it good, or have you over time reconsidered your attitude to nuclear power?",3
1171,1173,Annie Lööf (C),"För ungefär tolv år sedan slöt Alliansen, som även Kristdemokraterna ingår i, en gemensam energiuppgörelse som också blev svensk lagstiftning.","About twelve years ago, the Alliance, which also includes the Christian Democrats, concluded a joint energy agreement which also became Swedish legislation.",1,"Fru talman! För ungefär tolv år sedan slöt Alliansen, som även Kristdemokraterna ingår i, en gemensam energiuppgörelse som också blev svensk lagstiftning. Det innebar att man tog bort det tankeförbud som tidigare fanns mot att forska kring kärnkraft. Det innebar också att man såg till att göra det möjligt för de aktörer på marknaden som vill bygga kärnkraft att göra det. Det finns sedan Centerpartiet, Moderaterna, Kristdemokraterna och Liberalerna gjorde det här ställningstagandet en möjlighet att investera i kärnkraft.","Madam President! About twelve years ago, the Alliance, which also includes the Christian Democrats, concluded a joint energy agreement which also became Swedish legislation. This meant that the previous ban on research on nuclear power was removed. It also meant making sure that it was possible for the players in the market who want to build nuclear power to do so. Since the Center Party, the Moderates, the Christian Democrats and the Liberals made this stance an opportunity to invest in nuclear power.",0
1172,1174,Annie Lööf (C),Det innebar att man tog bort det tankeförbud som tidigare fanns mot att forska kring kärnkraft.,This meant that the previous ban on research on nuclear power was removed.,2,"Fru talman! För ungefär tolv år sedan slöt Alliansen, som även Kristdemokraterna ingår i, en gemensam energiuppgörelse som också blev svensk lagstiftning. Det innebar att man tog bort det tankeförbud som tidigare fanns mot att forska kring kärnkraft. Det innebar också att man såg till att göra det möjligt för de aktörer på marknaden som vill bygga kärnkraft att göra det. Det finns sedan Centerpartiet, Moderaterna, Kristdemokraterna och Liberalerna gjorde det här ställningstagandet en möjlighet att investera i kärnkraft.","Madam President! About twelve years ago, the Alliance, which also includes the Christian Democrats, concluded a joint energy agreement which also became Swedish legislation. This meant that the previous ban on research on nuclear power was removed. It also meant making sure that it was possible for the players in the market who want to build nuclear power to do so. Since the Center Party, the Moderates, the Christian Democrats and the Liberals made this stance an opportunity to invest in nuclear power.",0
1173,1175,Annie Lööf (C),Det innebar också att man såg till att göra det möjligt för de aktörer på marknaden som vill bygga kärnkraft att göra det.,It also meant making sure that it was possible for the players in the market who want to build nuclear power to do so.,3,"Fru talman! För ungefär tolv år sedan slöt Alliansen, som även Kristdemokraterna ingår i, en gemensam energiuppgörelse som också blev svensk lagstiftning. Det innebar att man tog bort det tankeförbud som tidigare fanns mot att forska kring kärnkraft. Det innebar också att man såg till att göra det möjligt för de aktörer på marknaden som vill bygga kärnkraft att göra det. Det finns sedan Centerpartiet, Moderaterna, Kristdemokraterna och Liberalerna gjorde det här ställningstagandet en möjlighet att investera i kärnkraft.","Madam President! About twelve years ago, the Alliance, which also includes the Christian Democrats, concluded a joint energy agreement which also became Swedish legislation. This meant that the previous ban on research on nuclear power was removed. It also meant making sure that it was possible for the players in the market who want to build nuclear power to do so. Since the Center Party, the Moderates, the Christian Democrats and the Liberals made this stance an opportunity to invest in nuclear power.",0
1174,1176,Annie Lööf (C),"Det finns sedan Centerpartiet, Moderaterna, Kristdemokraterna och Liberalerna gjorde det här ställningstagandet en möjlighet att investera i kärnkraft.","Since the Center Party, the Moderates, the Christian Democrats and the Liberals made this stance an opportunity to invest in nuclear power.",4,"Fru talman! För ungefär tolv år sedan slöt Alliansen, som även Kristdemokraterna ingår i, en gemensam energiuppgörelse som också blev svensk lagstiftning. Det innebar att man tog bort det tankeförbud som tidigare fanns mot att forska kring kärnkraft. Det innebar också att man såg till att göra det möjligt för de aktörer på marknaden som vill bygga kärnkraft att göra det. Det finns sedan Centerpartiet, Moderaterna, Kristdemokraterna och Liberalerna gjorde det här ställningstagandet en möjlighet att investera i kärnkraft.","Madam President! About twelve years ago, the Alliance, which also includes the Christian Democrats, concluded a joint energy agreement which also became Swedish legislation. This meant that the previous ban on research on nuclear power was removed. It also meant making sure that it was possible for the players in the market who want to build nuclear power to do so. Since the Center Party, the Moderates, the Christian Democrats and the Liberals made this stance an opportunity to invest in nuclear power.",0
1175,1177,Annie Lööf (C),"Vi tycker inte att det ska vara politiska beslut som stänger kärnkraft, utan det ska vara marknaden som gör det.","We do not think it should be political decisions that close nuclear power, but it should be the market that does it.",0,"Vi tycker inte att det ska vara politiska beslut som stänger kärnkraft, utan det ska vara marknaden som gör det. Vi vill dock se en ökad elproduktion. Då kommer vi att ha kärnkraft i vår energimix under överskådlig tid. Men vi måste satsa mer på den framtidsinriktade förnybara elen. Därför vill Centerpartiet se både en utbyggnad av elkablar och en ökad elproduktion. Det har vi lagt fram många förslag om. Som extra information: Kristdemokraterna och Centerpartiet tog bort effektskatten på kärnkraft för något år sedan.","We do not think it should be political decisions that close nuclear power, but it should be the market that does it. However, we want to see increased electricity production. Then we will have nuclear power in our energy mix for the foreseeable future. But we need to invest more in the future-oriented renewable electricity. Therefore, the Center Party wants to see both an expansion of electricity cables and an increased electricity production. We have made many suggestions about this. As extra information: The Christian Democrats and the Center Party removed the effect tax on nuclear power a few years ago.",1
1176,1178,Annie Lööf (C),Vi vill dock se en ökad elproduktion.,"However, we want to see increased electricity production.",1,"Vi tycker inte att det ska vara politiska beslut som stänger kärnkraft, utan det ska vara marknaden som gör det. Vi vill dock se en ökad elproduktion. Då kommer vi att ha kärnkraft i vår energimix under överskådlig tid. Men vi måste satsa mer på den framtidsinriktade förnybara elen. Därför vill Centerpartiet se både en utbyggnad av elkablar och en ökad elproduktion. Det har vi lagt fram många förslag om. Som extra information: Kristdemokraterna och Centerpartiet tog bort effektskatten på kärnkraft för något år sedan.","We do not think it should be political decisions that close nuclear power, but it should be the market that does it. However, we want to see increased electricity production. Then we will have nuclear power in our energy mix for the foreseeable future. But we need to invest more in the future-oriented renewable electricity. Therefore, the Center Party wants to see both an expansion of electricity cables and an increased electricity production. We have made many suggestions about this. As extra information: The Christian Democrats and the Center Party removed the effect tax on nuclear power a few years ago.",1
1177,1179,Annie Lööf (C),Då kommer vi att ha kärnkraft i vår energimix under överskådlig tid.,Then we will have nuclear power in our energy mix for the foreseeable future.,2,"Vi tycker inte att det ska vara politiska beslut som stänger kärnkraft, utan det ska vara marknaden som gör det. Vi vill dock se en ökad elproduktion. Då kommer vi att ha kärnkraft i vår energimix under överskådlig tid. Men vi måste satsa mer på den framtidsinriktade förnybara elen. Därför vill Centerpartiet se både en utbyggnad av elkablar och en ökad elproduktion. Det har vi lagt fram många förslag om. Som extra information: Kristdemokraterna och Centerpartiet tog bort effektskatten på kärnkraft för något år sedan.","We do not think it should be political decisions that close nuclear power, but it should be the market that does it. However, we want to see increased electricity production. Then we will have nuclear power in our energy mix for the foreseeable future. But we need to invest more in the future-oriented renewable electricity. Therefore, the Center Party wants to see both an expansion of electricity cables and an increased electricity production. We have made many suggestions about this. As extra information: The Christian Democrats and the Center Party removed the effect tax on nuclear power a few years ago.",1
1178,1180,Annie Lööf (C),Men vi måste satsa mer på den framtidsinriktade förnybara elen.,But we need to invest more in the future-oriented renewable electricity.,3,"Vi tycker inte att det ska vara politiska beslut som stänger kärnkraft, utan det ska vara marknaden som gör det. Vi vill dock se en ökad elproduktion. Då kommer vi att ha kärnkraft i vår energimix under överskådlig tid. Men vi måste satsa mer på den framtidsinriktade förnybara elen. Därför vill Centerpartiet se både en utbyggnad av elkablar och en ökad elproduktion. Det har vi lagt fram många förslag om. Som extra information: Kristdemokraterna och Centerpartiet tog bort effektskatten på kärnkraft för något år sedan.","We do not think it should be political decisions that close nuclear power, but it should be the market that does it. However, we want to see increased electricity production. Then we will have nuclear power in our energy mix for the foreseeable future. But we need to invest more in the future-oriented renewable electricity. Therefore, the Center Party wants to see both an expansion of electricity cables and an increased electricity production. We have made many suggestions about this. As extra information: The Christian Democrats and the Center Party removed the effect tax on nuclear power a few years ago.",1
1179,1181,Annie Lööf (C),Därför vill Centerpartiet se både en utbyggnad av elkablar och en ökad elproduktion.,"Therefore, the Center Party wants to see both an expansion of electricity cables and an increased electricity production.",4,"Vi tycker inte att det ska vara politiska beslut som stänger kärnkraft, utan det ska vara marknaden som gör det. Vi vill dock se en ökad elproduktion. Då kommer vi att ha kärnkraft i vår energimix under överskådlig tid. Men vi måste satsa mer på den framtidsinriktade förnybara elen. Därför vill Centerpartiet se både en utbyggnad av elkablar och en ökad elproduktion. Det har vi lagt fram många förslag om. Som extra information: Kristdemokraterna och Centerpartiet tog bort effektskatten på kärnkraft för något år sedan.","We do not think it should be political decisions that close nuclear power, but it should be the market that does it. However, we want to see increased electricity production. Then we will have nuclear power in our energy mix for the foreseeable future. But we need to invest more in the future-oriented renewable electricity. Therefore, the Center Party wants to see both an expansion of electricity cables and an increased electricity production. We have made many suggestions about this. As extra information: The Christian Democrats and the Center Party removed the effect tax on nuclear power a few years ago.",1
1180,1182,Annie Lööf (C),Det har vi lagt fram många förslag om.,We have made many suggestions about this.,5,"Vi tycker inte att det ska vara politiska beslut som stänger kärnkraft, utan det ska vara marknaden som gör det. Vi vill dock se en ökad elproduktion. Då kommer vi att ha kärnkraft i vår energimix under överskådlig tid. Men vi måste satsa mer på den framtidsinriktade förnybara elen. Därför vill Centerpartiet se både en utbyggnad av elkablar och en ökad elproduktion. Det har vi lagt fram många förslag om. Som extra information: Kristdemokraterna och Centerpartiet tog bort effektskatten på kärnkraft för något år sedan.","We do not think it should be political decisions that close nuclear power, but it should be the market that does it. However, we want to see increased electricity production. Then we will have nuclear power in our energy mix for the foreseeable future. But we need to invest more in the future-oriented renewable electricity. Therefore, the Center Party wants to see both an expansion of electricity cables and an increased electricity production. We have made many suggestions about this. As extra information: The Christian Democrats and the Center Party removed the effect tax on nuclear power a few years ago.",1
1181,1183,Annie Lööf (C),Som extra information: Kristdemokraterna och Centerpartiet tog bort effektskatten på kärnkraft för något år sedan.,As extra information: The Christian Democrats and the Center Party removed the effect tax on nuclear power a few years ago.,6,"Vi tycker inte att det ska vara politiska beslut som stänger kärnkraft, utan det ska vara marknaden som gör det. Vi vill dock se en ökad elproduktion. Då kommer vi att ha kärnkraft i vår energimix under överskådlig tid. Men vi måste satsa mer på den framtidsinriktade förnybara elen. Därför vill Centerpartiet se både en utbyggnad av elkablar och en ökad elproduktion. Det har vi lagt fram många förslag om. Som extra information: Kristdemokraterna och Centerpartiet tog bort effektskatten på kärnkraft för något år sedan.","We do not think it should be political decisions that close nuclear power, but it should be the market that does it. However, we want to see increased electricity production. Then we will have nuclear power in our energy mix for the foreseeable future. But we need to invest more in the future-oriented renewable electricity. Therefore, the Center Party wants to see both an expansion of electricity cables and an increased electricity production. We have made many suggestions about this. As extra information: The Christian Democrats and the Center Party removed the effect tax on nuclear power a few years ago.",1
1183,1185,Ebba Busch (KD),Den gemensamma sak som KD och Centerpartiet gjorde kring effektskatten var väldigt bra.,The common thing that KD and the Center Party did about the power tax was very good.,1,Fru talman! Den gemensamma sak som KD och Centerpartiet gjorde kring effektskatten var väldigt bra. Den var nödvändig för att rädda kvar kärnkraften då. Men jag undrar om Centerpartiet i dag fortfarande försvarar att man inte bidrog till att försöka förhindra en förtida nedläggning av Ringhals 1 och Ringhals 2.,Madam President! The common thing that KD and the Center Party did about the power tax was very good. It was necessary to save nuclear power then. But I wonder if the Center Party today still defends that it did not contribute to trying to prevent a premature closure of Ringhals 1 and Ringhals 2.,0
1184,1186,Ebba Busch (KD),Den var nödvändig för att rädda kvar kärnkraften då.,It was necessary to save nuclear power then.,2,Fru talman! Den gemensamma sak som KD och Centerpartiet gjorde kring effektskatten var väldigt bra. Den var nödvändig för att rädda kvar kärnkraften då. Men jag undrar om Centerpartiet i dag fortfarande försvarar att man inte bidrog till att försöka förhindra en förtida nedläggning av Ringhals 1 och Ringhals 2.,Madam President! The common thing that KD and the Center Party did about the power tax was very good. It was necessary to save nuclear power then. But I wonder if the Center Party today still defends that it did not contribute to trying to prevent a premature closure of Ringhals 1 and Ringhals 2.,0
1185,1187,Ebba Busch (KD),Men jag undrar om Centerpartiet i dag fortfarande försvarar att man inte bidrog till att försöka förhindra en förtida nedläggning av Ringhals 1 och Ringhals 2.,But I wonder if the Center Party today still defends that it did not contribute to trying to prevent a premature closure of Ringhals 1 and Ringhals 2.,3,Fru talman! Den gemensamma sak som KD och Centerpartiet gjorde kring effektskatten var väldigt bra. Den var nödvändig för att rädda kvar kärnkraften då. Men jag undrar om Centerpartiet i dag fortfarande försvarar att man inte bidrog till att försöka förhindra en förtida nedläggning av Ringhals 1 och Ringhals 2.,Madam President! The common thing that KD and the Center Party did about the power tax was very good. It was necessary to save nuclear power then. But I wonder if the Center Party today still defends that it did not contribute to trying to prevent a premature closure of Ringhals 1 and Ringhals 2.,0
1186,1188,Ebba Busch (KD),Det är inte sant att det inte är politiska beslut som bidrar till nedläggningen nu.,It is not true that it is not political decisions that are contributing to the closure now.,0,"Det är inte sant att det inte är politiska beslut som bidrar till nedläggningen nu. Vi har en politisk ledning, en regering, som aktivt säger att man inte vill ha kärnkraft efter 2040. Vi har ett miljöparti som fram till alldeles nyss satt i regeringen och sa att man inte ville se kärnkraft i Sverige. Dessutom har vi i dag ett elcertifikatssystem som premierar de energislag som levererar när de vill, eller snarare när solen skiner och när vinden blåser, men inte premierar de energislag som är utsläppsfria, levererar 24:7 och är grunden för att Sverige ska hålla igång. Det blir skevt, och det blir ett straff för kärnkraften.","It is not true that it is not political decisions that are contributing to the closure now. We have a political leadership, a government, which actively says that they do not want nuclear power after 2040. We have an environmental party that until very recently sat in the government and said that they did not want to see nuclear power in Sweden. In addition, today we have an electricity certificate system that rewards the energy types that deliver when they want, or rather when the sun shines and when the wind blows, but does not reward the energy types that are emission-free, delivers 24: 7 and is the basis for Sweden to keep going. It will be skewed, and it will be a punishment for nuclear power.",1
1187,1189,Ebba Busch (KD),"Vi har en politisk ledning, en regering, som aktivt säger att man inte vill ha kärnkraft efter 2040.","We have a political leadership, a government, which actively says that they do not want nuclear power after 2040.",1,"Det är inte sant att det inte är politiska beslut som bidrar till nedläggningen nu. Vi har en politisk ledning, en regering, som aktivt säger att man inte vill ha kärnkraft efter 2040. Vi har ett miljöparti som fram till alldeles nyss satt i regeringen och sa att man inte ville se kärnkraft i Sverige. Dessutom har vi i dag ett elcertifikatssystem som premierar de energislag som levererar när de vill, eller snarare när solen skiner och när vinden blåser, men inte premierar de energislag som är utsläppsfria, levererar 24:7 och är grunden för att Sverige ska hålla igång. Det blir skevt, och det blir ett straff för kärnkraften.","It is not true that it is not political decisions that are contributing to the closure now. We have a political leadership, a government, which actively says that they do not want nuclear power after 2040. We have an environmental party that until very recently sat in the government and said that they did not want to see nuclear power in Sweden. In addition, today we have an electricity certificate system that rewards the energy types that deliver when they want, or rather when the sun shines and when the wind blows, but does not reward the energy types that are emission-free, delivers 24: 7 and is the basis for Sweden to keep going. It will be skewed, and it will be a punishment for nuclear power.",1
