Index,speaker,label_m,comment_m,label_j,comment_j,sent_sv,sent_en,sent_idx,paragraph_idx,comment_translation
1305,Ebba Busch (KD),,,,,Fru talman!,Madam President!,0,0,
1306,Ebba Busch (KD),,,,,Jag skulle vilja utbyta lite oro med Nooshi Dadgostar men också dela med mig av lite hållbar energipolitik.,I would like to exchange some concerns with Nooshi Dadgostar but also share with me some sustainable energy policies.,1,0,
1307,Ebba Busch (KD),,,,,"Jag är också orolig över den energipolitik som regeringen bedriver, där man sätter väldigt stort hopp till elproduktion som är väderberoende och till att bygga kablar söderut till övriga Europa.","I am also concerned about the energy policy pursued by the government, which places great hopes on electricity production that is weather dependent and on building cables south to the rest of Europe.",2,0,
1308,Ebba Busch (KD),,,,,Hur ser Vänsterpartiet på det faktum att det andra benet i Sverige vilar väldigt tungt på att man ska överföra el från norr till söder?,How does the Left Party view the fact that the other leg in Sweden rests very heavily on the transfer of electricity from north to south?,0,1,
1309,Ebba Busch (KD),,,,,"Jag har noterat Vänsterpartiets resor till stora industrier, och jag har gjort liknande i de norra delarna av Sverige.","I have noted the Left Party&#39;s travels to large industries, and I have done similar in the northern parts of Sweden.",1,1,
1310,Ebba Busch (KD),,,,,"Försvarar Vänsterpartiet att man ska ta den billiga, utsläppsfria elen från Norrland till söder i stället för att bygga ut elproduktionen i hela landet?","Does the Left Party defend that it should take the cheap, emission-free electricity from Norrland to the south instead of expanding electricity production throughout the country?",0,2,
1311,Nooshi Dadgostar (V),,,,,Fru talman!,Madam President!,0,0,
1312,Nooshi Dadgostar (V),,,,,Jag noterar med intresse att Ebba Busch delar min oro för att Sverige ska bygga kablar ned till kontinenten och bygga in sig i den europeiska elmarknaden.,I note with interest that Ebba Busch shares my concern that Sweden will build cables down to the continent and build itself into the European electricity market.,1,0,
1313,Nooshi Dadgostar (V),,,,,"Jag talar gärna vidare med Ebba Busch om hur vi ser till att den utveckling inte fortgår som gör att vi får mycket höga priser, framför allt i södra Sverige.","I would like to talk further with Ebba Busch about how we ensure that the development does not continue which means that we get very high prices, especially in southern Sweden.",2,0,
1314,Nooshi Dadgostar (V),,,,,Jag delar i stort Ebba Buschs bedömning.,I largely share Ebba Busch&#39;s assessment.,0,1,
1315,Nooshi Dadgostar (V),,,,,Om vi ska fortsätta en utbyggnad av kablar till de marknader som har mycket höga elpriser kommer det smitta av sig upp till Skåne och Mellansverige.,"If we are to continue to expand cables to the markets that have very high electricity prices, it will spread to Skåne and Central Sweden.",1,1,
1316,Nooshi Dadgostar (V),,,,,"Bygger vi sedan kablar upp till de norra delarna av vårt land kommer de höga europeiska priserna, på grund av den ryska gas som Tyskland är beroende av, att nå upp dit.","If we then build cables up to the northern parts of our country, the high European prices, due to the Russian gas on which Germany is dependent, will reach there.",2,1,
1317,Nooshi Dadgostar (V),,,,,"Det är en oro, och det kan vi inte acceptera.","That is a concern, and we can not accept it.",0,2,
1318,Nooshi Dadgostar (V),,,,,Därför behöver vi se till att ingen del i Sverige smittas av dessa höga priser.,"Therefore, we need to ensure that no part of Sweden is infected by these high prices.",1,2,
1319,Ebba Busch (KD),,,,,Fru talman!,Madam President!,0,0,
1320,Ebba Busch (KD),,,,,"Jag säger inte att det är kategoriskt fel att säkerställa en möjlighet till överföring mellan länder, men jag menar att det är kategoriskt fel att vila så tungt på det.","I am not saying that it is categorically wrong to ensure an opportunity for transfer between countries, but I mean that it is categorically wrong to rest so heavily on it.",1,0,
1321,Ebba Busch (KD),,,,,Det kan vi diskutera vidare.,We can discuss this further.,2,0,
1322,Ebba Busch (KD),,,,,Innebär detta att Kristdemokraterna skulle kunna få stöd av Vänsterpartiet i att balansera upp även den nationella energiförsörjningspolitiken?,Does this mean that the Christian Democrats could receive support from the Left Party in balancing the national energy supply policy as well?,0,1,
1323,Ebba Busch (KD),,,,,"Just nu bygger denna politik på att Socialdemokraterna säger till industrin och hushållen i norra Sverige att regeringen ska lägga miljarder på att bygga enorma kablar som ska överföra deras främsta konkurrensfördel, den utsläppsfria, billiga elen, från norr till mellersta och södra Sverige.","Right now, this policy is based on the Social Democrats telling industry and households in northern Sweden that the government should spend billions on building huge cables that will transfer their main competitive advantage, the emission-free, cheap electricity, from northern to central and southern Sweden.",0,2,
1324,Ebba Busch (KD),,,,,Innebär detta att Vänsterpartiet kan tänka sig att samarbeta med Kristdemokraterna i denna fråga?,Does this mean that the Left Party can consider cooperating with the Christian Democrats on this issue?,0,3,
1325,Ebba Busch (KD),,,,,Och finns det någon öppning för att Vänsterpartiet kan vara mindre kategoriskt i sitt motstånd till kärnkraften?,And is there any opening for the Left Party to be less categorical in its opposition to nuclear power?,1,3,
1326,Nooshi Dadgostar (V),,,,,Fru talman!,Madam President!,0,0,
1327,Nooshi Dadgostar (V),,,,,Låt oss ta detta från början.,Let&#39;s take this from the beginning.,1,0,
1328,Nooshi Dadgostar (V),,,,,Problemet i dag är att vi kommer att behöva mycket mer kraftproduktion i både de norra och de södra delarna av Sverige även när vi bygger ut vår kraftproduktion.,The problem today is that we will need much more power production in both the northern and southern parts of Sweden even when we expand our power production.,2,0,
1329,Nooshi Dadgostar (V),,,,,"Men trots att vi gör detta kommer det inte att hjälpa, för om kraftbolagen lika gärna kan skicka vidare sin el och sin nya kraft till Tyskland eller andra marknader som är dyrare och där de kan ta mer betalt kommer de att göra det.","But even though we do this, it will not help, because if the power companies are just as happy to send their electricity and new power on to Germany or other markets that are more expensive and where they can charge more, they will do so.",3,0,
1330,Nooshi Dadgostar (V),,,,,Detta innebär att vi svenskar kanske kommer att satsa stort på ny kraftproduktion som inte kommer att gynna oss över huvud taget utan bara exporteras.,This means that we Swedes may invest heavily in new power production that will not benefit us at all but will only be exported.,4,0,
1331,Nooshi Dadgostar (V),,,,,Det är klart att vi ska utbyta el mellan länder.,It is clear that we will exchange electricity between countries.,0,1,
1332,Nooshi Dadgostar (V),,,,,"Det har vi alltid gjort och kommer alltid att göra, förhoppningsvis, om jag får bestämma.","We have always done that and will always do so, hopefully, if I may decide.",1,1,
1333,Nooshi Dadgostar (V),,,,,"Men vi ska inte göra det på detta kommersiella, stora sätt där EU har avsikten att skapa ett enhetligt pris i hela EU.","But we must not do it in this commercial, big way where the EU intends to create a uniform price throughout the EU.",2,1,
1334,Nooshi Dadgostar (V),,,,,"Vi är för att bygga ut kraftproduktionen i Sverige, men om vi gör detta är det viktigt att det påverkar de svenska konsumenternas priser.","We are in favor of expanding power production in Sweden, but if we do this, it is important that it affects Swedish consumers&#39; prices.",3,1,
1335,Nooshi Dadgostar (V),,,,,Risken är att det inte gör det.,The risk is that it does not.,4,1,
1336,Johan Pehrson (L),,,,,Fru talman!,Madam President!,0,0,
1337,Johan Pehrson (L),,,,,"Detta är VPK:s återkomst, och då menar jag Vänsterpartiet kabelklipparna, vars tanke är att om vi i Sverige producerar något som är efterfrågat i övriga Europa eller övriga världen ska vi isolera Sverige så att priserna sjunker här.","This is VPK&#39;s return, and then I mean the Left Party the cable cutters, whose idea is that if we in Sweden produce something that is in demand in the rest of Europe or the rest of the world, we will isolate Sweden so that prices fall here.",1,0,
1338,Johan Pehrson (L),,,,,Tänk om vi skulle tillämpa detta på kultur - att vi bara ska ha Abba-spelningar med avatarer i Globen och att vi inte får ha dem i Storbritannien.,Imagine if we were to apply this to culture - that we should only have Abba gigs with avatars in the Globe and that we should not have them in the UK.,2,0,
1339,Johan Pehrson (L),,,,,Det är ju inte klokt.,That&#39;s not wise.,3,0,
1340,Johan Pehrson (L),,,,,"Vi har en fantastisk elproduktion, men tyvärr har vi lagt ned fossilfri produktion.","We have a fantastic electricity production, but unfortunately we have closed down fossil-free production.",0,1,
1341,Johan Pehrson (L),,,,,Vi har i dag en situation där Sverige är en del av Europa.,Today we have a situation where Sweden is part of Europe.,1,1,
1342,Johan Pehrson (L),,,,,"Vi behöver inte ha några nedstängningar, utan det är priserna som stiger.","We do not need any closures, but prices are rising.",2,1,
1343,Johan Pehrson (L),,,,,Energin är en stor del av geopolitiken.,Energy is a big part of geopolitics.,3,1,
1344,Johan Pehrson (L),,,,,Jag bara undrar: Hur tänker Vänsterpartiet agera på andra områden där svensk produktion efterfrågas?,I just wonder: How does the Left Party intend to act in other areas where Swedish production is in demand?,4,1,
1345,Johan Pehrson (L),,,,,Tänker ni stänga gränsen?,Do you intend to close the border?,5,1,
1346,Johan Pehrson (L),,,,,"Det låter ju som Hassan, att det kommer 10 000 tyska bögar.","It sounds like Hassan, that there will be 10,000 German gays.",6,1,
1347,Nooshi Dadgostar (V),,,,,Fru talman!,Madam President!,0,0,
1348,Nooshi Dadgostar (V),,,,,Jag noterar att Liberalerna kallar Svenskt Näringsliv och SSAB:s ordförande för Hassan.,I note that the Liberals call the Confederation of Swedish Enterprise and SSAB&#39;s chairman Hassan.,1,0,
1349,Nooshi Dadgostar (V),,,,,Det de säger betyder ingenting för Liberalerna.,What they say means nothing to the Liberals.,2,0,
1350,Nooshi Dadgostar (V),,,,,Svensk industri har ingen betydelse.,Swedish industry has no significance.,3,0,
1351,Nooshi Dadgostar (V),,,,,"Men hela den svenska industrin bygger på vår billiga el, notera det!","But the entire Swedish industry is based on our cheap electricity, note that!",4,0,
1352,Nooshi Dadgostar (V),,,,,"Precis som Svenskt Näringsliv tycker jag att el inte är vilken vara som helst som vi kan producera och skicka fram och tillbaka, utan det är klart att vi ska dra nytta av de stora investeringar vi har gjort.","Like the Confederation of Swedish Enterprise, I think that electricity is not just any product that we can produce and send back and forth, but it is clear that we should benefit from the large investments we have made.",0,1,
1353,Nooshi Dadgostar (V),,,,,Titta på vad som händer ute i Europa nu!,Watch what&#39;s happening in Europe now!,1,1,
1354,Nooshi Dadgostar (V),,,,,"Tyskland - låt mig vara ärlig - lägger ned elproduktion och ersätter den med rysk gas, som är otroligt dyr och klimatnegativ.","Germany - let me be honest - is shutting down electricity production and replacing it with Russian gas, which is incredibly expensive and climate negative.",2,1,
1355,Nooshi Dadgostar (V),,,,,"Det spelar inte så stor roll, för de kan lika gärna förlita sig på svensk vattenkraft eller norsk vattenkraft eller att någon annan sköter kraftproduktionen.","It does not matter much, because they can just as easily rely on Swedish hydropower or Norwegian hydropower or that someone else manages the power production.",3,1,
1356,Nooshi Dadgostar (V),,,,,Detta skapar inte incitament att investera i fossilfri energi.,This does not create incentives to invest in fossil-free energy.,4,1,
1357,Nooshi Dadgostar (V),,,,,Låt oss investera i fossilfri energi!,Let&#39;s invest in fossil-free energy!,5,1,
1358,Johan Pehrson (L),,,,,Fru talman!,Madam President!,0,0,
1359,Johan Pehrson (L),,,,,Jag försäkrar Nooshi Dadgostar att Svenskt Näringsliv vill vara en del av den europeiska elmarknaden och att vi håller ihop Europa.,I assure Nooshi Dadgostar that the Confederation of Swedish Enterprise wants to be part of the European electricity market and that we keep Europe together.,1,0,
1360,Johan Pehrson (L),,,,,"Vi håller ihop Europa för att bygga det starkare och grönare, och detta gör vi tillsammans.","We hold Europe together to build it stronger and greener, and we do this together.",2,0,
1361,Johan Pehrson (L),,,,,Men jag förstår den ingång som ni i Vänsterpartiet har.,But I understand the entrance that you in the Left Party have.,0,1,
1362,Johan Pehrson (L),,,,,Nyss ville ni ju inte vara med i EU.,You did not want to join the EU recently.,1,1,
1363,Johan Pehrson (L),,,,,"Jag vet inte vad er position är i dag, men ni gillar inte samarbete.","I do not know what your position is today, but you do not like cooperation.",2,1,
1364,Johan Pehrson (L),,,,,"Energi handlar om säkerhet, inte bara om klimat, konsumenter och företag, men ni vägrar delta i ett europeiskt samarbete för ett starkare försvar.","Energy is about security, not just about the climate, consumers and businesses, but you refuse to take part in European cooperation for stronger defense.",3,1,
1365,Johan Pehrson (L),,,,,"När vi andra pratar om att vi ska ha en Nato-option och det brinner till i Ukraina och den ryska invasion som redan påbörjats fortsätter ska ni inte vara med, utan ni vill isolera Sverige, klippa kablarna och inte delta i något samarbete.","When the rest of us talk about having a NATO option and it&#39;s burning in Ukraine and the Russian invasion that has already begun, you should not be involved, but you want to isolate Sweden, cut the cables and not participate in any cooperation.",4,1,
1366,Johan Pehrson (L),,,,,"Ni vill vara ensamma, men ni blir ju bara ensamma.","You want to be alone, but you will only be alone.",5,1,
1367,Johan Pehrson (L),,,,,VPK är tillbaka.,VPK is back.,6,1,
1368,Nooshi Dadgostar (V),,,,,Fru talman!,Madam President!,0,0,
1369,Nooshi Dadgostar (V),,,,,"Ojoj, detta var ett stort hopkok av seminarieövningar, förmodar jag, som Liberalerna har på sitt kansli.","Ojoj, this was a big concoction of seminar exercises, I suppose, that the Liberals have in their office.",1,0,
1370,Nooshi Dadgostar (V),,,,,Det är inte så det ser ut.,That&#39;s not how it looks.,2,0,
1371,Nooshi Dadgostar (V),,,,,Vi älskar samarbete.,We love collaboration.,3,0,
1372,Nooshi Dadgostar (V),,,,,Vi samarbetar mer än gärna med alla.,We are more than happy to work with everyone.,4,0,
1373,Nooshi Dadgostar (V),,,,,Men man måste ändå vara realistisk i förhållande till alla de avvägningar man gör i olika sektorer.,But you still have to be realistic in relation to all the trade-offs you make in different sectors.,5,0,
1374,Nooshi Dadgostar (V),,,,,Det är inte bara att kasta ut svensk energi på en marknad och hoppas att det ska gå bra.,It is not just about throwing Swedish energy into a market and hoping that it will go well.,0,1,
1375,Nooshi Dadgostar (V),,,,,Vi ser nu att många familjer får betala ett oerhört högt pris för detta.,We now see that many families have to pay an extremely high price for this.,1,1,
1376,Nooshi Dadgostar (V),,,,,Nu har vi energipriser och elräkningar som är så höga att vi måste gå in med skattemedel för att betala kraftbolagen för de höga priserna.,Now we have energy prices and electricity bills that are so high that we have to go in with tax money to pay the power companies for the high prices.,2,1,
1377,Nooshi Dadgostar (V),,,,,Det är väl inte rimligt?,"That&#39;s not reasonable, is it?",3,1,
1378,Nooshi Dadgostar (V),,,,,Det är väl inte rimligt att vår industri ska gå under för att Johan Pehrson vill leka marknad med allt möjligt?,It is not reasonable that our industry should perish because Johan Pehrson wants to play market with everything possible?,4,1,
1379,Nooshi Dadgostar (V),,,,,"Vi måste ändå kunna ta beslut i varje enskild sakfråga var och en för sig och värdera de positiva och negativa delarna och inte bara kasta ut allt och säga: Liberalism, hej och hå!","We must still be able to make decisions on each individual issue individually and evaluate the positive and negative parts and not just throw everything out and say: Liberalism, hey and hey!",5,1,
1380,Per Bolund (MP),,,,,Fru talman!,Madam President!,0,0,
1381,Per Bolund (MP),,,,,"Jag märker att Nooshi Dadgostar blev förvånad över att jag också tar en replik, men ibland finns det skäl att ställa frågor även till partier som man har samarbetat med.","I notice that Nooshi Dadgostar was surprised that I also take a line, but sometimes there is reason to ask questions even to parties that they have collaborated with.",1,0,
1382,Per Bolund (MP),,,,,Vi i Miljöpartiet tycker att klimatet måste gå först.,We in the Green Party think that the climate must come first.,0,1,
1383,Per Bolund (MP),,,,,"Det är vår tids ödesfråga, och då måste vi göra allt som krävs för att minska utsläppen både i Sverige och i andra länder.","It is the question of the fate of our time, and then we must do everything necessary to reduce emissions both in Sweden and in other countries.",1,1,
1384,Per Bolund (MP),,,,,Jag blev överraskad och bekymrad över Vänsterpartiets och Nooshi Dadgostars inställning till möjligheten att producera grön el och exportera grön el från Sverige och att man går ut och säger att man vill stoppa elledningar till europeiska grannländer.,I was surprised and worried about the Left Party&#39;s and Nooshi Dadgostar&#39;s attitude to the possibility of producing green electricity and exporting green electricity from Sweden and that they go out and say that they want to stop power lines to European neighbors.,2,1,
1385,Per Bolund (MP),,,,,Utsläppen är som känt globala.,Emissions are known to be global.,0,2,
1386,Per Bolund (MP),,,,,Som världsledande klimatnation har Sverige ett ansvar för att minska utsläppen både hos oss och i andra länder.,"As a world-leading climate nation, Sweden has a responsibility to reduce emissions both with us and in other countries.",1,2,
1387,Per Bolund (MP),,,,,Den europeiska elmarknaden förstärker möjligheten att få en försörjningstrygghet för el även för svensk industri.,The European electricity market strengthens the possibility of obtaining security of electricity supply for Swedish industry as well.,2,2,
1388,Per Bolund (MP),,,,,"Därför är min fråga till Vänsterpartiet: Varför vill ni inte att Sverige ska exportera mer el till kontinenten, där den kan ersätta kolkraft?","Therefore, my question to the Left Party is: Why do you not want Sweden to export more electricity to the continent, where it can replace coal power?",3,2,
1389,Per Bolund (MP),,,,,Hur ska man kunna garantera försörjningstryggheten för svensk industri om man inte har en integrerad europeisk elmarknad?,How should one be able to guarantee security of supply for Swedish industry if one does not have an integrated European electricity market?,4,2,
1390,Nooshi Dadgostar (V),,,,,Fru talman!,Madam President!,0,0,
1391,Nooshi Dadgostar (V),,,,,"Jag vill inleda med att säga att jag inte alls är förvånad, utan jag välkomnar förstås att Per Bolund tar replik på mig.","I want to start by saying that I am not at all surprised, but I of course welcome Per Bolund to reply to me.",1,0,
1392,Nooshi Dadgostar (V),,,,,Det förhåller sig inte riktigt så som Per Bolund säger.,It is not quite as Per Bolund says.,0,1,
1393,Nooshi Dadgostar (V),,,,,Vi har en energitrygghet - det har vi haft sedan 90-talet därför att vi har ett samarbete med de övriga nordiska länderna.,We have energy security - we have had this since the 1990s because we have co-operation with the other Nordic countries.,1,1,
1394,Nooshi Dadgostar (V),,,,,Självfallet ska underskott och överskott av el regleras - det är absolut självklart.,"Of course, deficits and surpluses of electricity must be regulated - that is absolutely self-evident.",2,1,
1395,Nooshi Dadgostar (V),,,,,Att hävda att vi inte har haft detta fram till i dag är fel.,To claim that we have not had this until today is wrong.,3,1,
1396,Nooshi Dadgostar (V),,,,,Jag ser däremot att det saknas incitament för till exempel Tyskland att investera i förnybar energi.,"On the other hand, I see that there is no incentive for Germany, for example, to invest in renewable energy.",0,2,
1397,Nooshi Dadgostar (V),,,,,Varför kan de lägga ned en massa kraftproduktion och inte bry sig om att satsa på att bygga så mycket energi att de själva kan försörja sin industri och sin befolkning?,Why can they shut down a lot of power production and not bother to invest in building so much energy that they can support their industry and their population?,1,2,
1398,Nooshi Dadgostar (V),,,,,"Jo, därför att de litar på att alla andra ska göra det.","Well, because they trust everyone else to do it.",2,2,
1399,Nooshi Dadgostar (V),,,,,"Det är en mardröm, skulle jag säga.","It&#39;s a nightmare, I would say.",3,2,
1400,Nooshi Dadgostar (V),,,,,"Det betyder att inget land kommer att ha incitament att satsa på kraftproduktion, för då kan den produktionen lika gärna exporteras någon annanstans.","This means that no country will have an incentive to invest in power production, because then that production can just as easily be exported elsewhere.",4,2,
1401,Nooshi Dadgostar (V),,,,,Och nu ser vi att Tysklands klimatpolitik påverkar den svenska.,And now we see that Germany&#39;s climate policy affects the Swedish.,5,2,
1402,Per Bolund (MP),,,,,Fru talman!,Madam President!,0,0,
1403,Per Bolund (MP),,,,,"Nu har vi en ny regering i Tyskland där också De gröna är med och där man har ambitiösa planer på att investera i just grön, förnybar och hållbar elproduktion.","We now have a new government in Germany where the Greens are also involved and where they have ambitious plans to invest in green, renewable and sustainable electricity production.",1,0,
1404,Per Bolund (MP),,,,,Detta har vi möjlighet att göra även i Sverige.,We also have the opportunity to do this in Sweden.,2,0,
1405,Per Bolund (MP),,,,,"Vi har investerat över 100 miljarder i vindkraft, och möjligheterna är enormt stora också framöver.","We have invested over SEK 100 billion in wind power, and the opportunities are enormous in the future as well.",3,0,
1406,Per Bolund (MP),,,,,Faktum är att med den elexport som Sverige nu har till kontinenten räknar man med att ta bort ungefär 12 miljoner ton koldioxid varje år.,"In fact, with the electricity exports that Sweden now has to the continent, it is estimated that approximately 12 million tonnes of carbon dioxide will be removed each year.",0,1,
1407,Per Bolund (MP),,,,,"Detta är något som vi borde kunna vara glada över, inte bekymrade.","This is something we should be happy about, not worried about.",1,1,
1408,Per Bolund (MP),,,,,Däremot kan vi vara överens om att de höga elpriserna just nu är bekymrande.,"However, we can agree that the high electricity prices right now are worrying.",2,1,
1409,Per Bolund (MP),,,,,"Det finns dock andra lösningar som Miljöpartiet förespråkar, såsom att satsa hårt på energibesparing, vilket fanns med i den budget som tyvärr föll på grund av att M, KD och SD drev igenom sin budget, och inte minst att kraftigt öka elproduktionen i Sverige.","However, there are other solutions that the Green Party advocates, such as investing heavily in energy savings, which was included in the budget that unfortunately fell due to M, KD and SD pushing through their budget, and not least to sharply increase electricity production in Sweden.",0,2,
1410,Per Bolund (MP),,,,,Det finns nu ansökningar om 500 terawattimmar vindkraftsel bara i Sverige.,There are now applications for 500 terawatt hours of wind power in Sweden alone.,1,2,
1411,Per Bolund (MP),,,,,Det är en möjlighet både att få stor försörjning av billig grön el till svensk industri och att kunna exportera denna el till länder där den kan ersätta kolkraft.,It is an opportunity both to get a large supply of cheap green electricity to Swedish industry and to be able to export this electricity to countries where it can replace coal power.,2,2,
1412,Nooshi Dadgostar (V),,,,,Fru talman!,Madam President!,0,0,
1413,Nooshi Dadgostar (V),,,,,Vi delar förstås uppfattningen att vi ska satsa på förnybar energi.,"Of course, we share the view that we should invest in renewable energy.",1,0,
1414,Nooshi Dadgostar (V),,,,,Det är inte där vi skiljer oss åt.,This is not where we differ.,2,0,
1415,Nooshi Dadgostar (V),,,,,Problemet är att Per Bolund inte kan svara på vad det skulle betyda för svenska konsumenter när det gäller elpriset.,The problem is that Per Bolund can not answer what it would mean for Swedish consumers when it comes to electricity prices.,3,0,
1416,Nooshi Dadgostar (V),,,,,Regeringen och Per Bolund har själva sagt att vi producerar överskott av el.,The government and Per Bolund have themselves said that we produce surplus electricity.,0,1,
1417,Nooshi Dadgostar (V),,,,,Vi producerar så mycket el att vi har mer än vad som används i Sverige.,We produce so much electricity that we have more than what is used in Sweden.,1,1,
1418,Nooshi Dadgostar (V),,,,,Då är det många som undrar varför det är så höga priser nu.,Then many people wonder why prices are so high now.,2,1,
1419,Nooshi Dadgostar (V),,,,,"Det är för att vi har denna marknad, där Tyskland inte kommer att satsa mer.","This is because we have this market, where Germany will not invest more.",3,1,
1420,Nooshi Dadgostar (V),,,,,"Det behöver de inte göra, för de kan förlita sig på svensk vattenkraft i stället och köpa av oss.","They do not have to do that, because they can rely on Swedish hydropower instead and buy from us.",4,1,
1421,Nooshi Dadgostar (V),,,,,"Så länge det är dyrare med el i Tyskland kommer svenska kraftbolag att exportera dit i stället, vilket innebär att vi i vår tur måste betala ett ännu högre pris för att se till att kraftbolagen skickar elen till oss i stället.","As long as electricity is more expensive in Germany, Swedish power companies will export there instead, which means that we in turn must pay an even higher price to ensure that the power companies send the electricity to us instead.",0,2,
1422,Nooshi Dadgostar (V),,,,,"Problemet i dag blir att om vi bygger ut kraftproduktionen, vilket vi ska och måste göra, är risken att det inte kommer svensk industri och elkonsumenterna till del.","The problem today will be that if we expand power production, which we must and must do, there is a risk that Swedish industry and electricity consumers will not benefit.",0,3,
1423,Nooshi Dadgostar (V),,,,,"Det kommer i stället till en annan plats, där man tjänar mer pengar.","It comes instead to another place, where you make more money.",1,3,
1424,Ebba Busch (KD),,,,,Fru talman!,Madam President!,0,0,
1425,Ebba Busch (KD),,,,,Kristdemokraterna har alltid haft ett speciellt engagemang för sjukvårdspolitiken.,The Christian Democrats have always had a special commitment to health care policy.,1,0,
1426,Ebba Busch (KD),,,,,Vi menar att det säger mycket om samhällsgemenskapen hur man behandlar den som blir sjuk och den som blir gammal.,We believe that it says a lot about the community how to treat those who become ill and those who grow old.,2,0,
1427,Ebba Busch (KD),,,,,Därför har det inte undgått oss att det i den här kammaren finns en skiljelinje mellan dem som har en vision för hur sjukvården ska kunna bli bättre och dem som slår ifrån sig ansvaret och säger: Sjukvården är ju landstingens problem - det får de sköta!,"Therefore, it has not escaped us that in this House there is a dividing line between those who have a vision for how healthcare can be improved and those who abdicate responsibility and say: Healthcare is the county council&#39;s problem - they have to take care of it!",3,0,
1428,Ebba Busch (KD),,,,,Den senare inställningen menar jag är politiskt vårdslös.,"The latter attitude, I mean, is politically careless.",0,1,
1429,Ebba Busch (KD),,,,,Det vi har sett under pandemin stärker bara det som vi kristdemokrater har sagt: Vi behöver genomföra århundradets vårdreform.,What we have seen during the pandemic only strengthens what we Christian Democrats have said: We need to implement the healthcare reform of the century.,1,1,
1430,Ebba Busch (KD),,,,,Vi behöver lägga ned landstingen och överföra helhetsansvaret för sjukvården till staten.,We need to close down the county councils and transfer the overall responsibility for healthcare to the state.,2,1,
1431,Ebba Busch (KD),,,,,Bara så kan vi skapa förutsättningar för jämlik och tillgänglig vård i hela landet.,Only in this way can we create the conditions for equal and accessible care throughout the country.,3,1,
1432,Ebba Busch (KD),,,,,"Jag försvarar inte ett enda landsting, och inte heller korsfäster jag ett enda landsting.","I do not defend a single county council, nor do I crucify a single county council.",0,2,
1433,Ebba Busch (KD),,,,,Det är liksom inte klockans fel att den går baklänges.,It&#39;s like it&#39;s not the clock&#39;s fault that it goes backwards.,1,2,
1434,Ebba Busch (KD),,,,,Utan nationella vårdreformer kommer vårdköerna bara att växa; det är vad vi har lärt oss de senaste decennierna.,"Without national health care reforms, health care queues will only grow; that is what we have learned in recent decades.",2,2,
1435,Ebba Busch (KD),,,,,Titta bara på hur det var när Göran Persson sköt till miljarder på miljarder för att korta vårdköerna!,Just look at what it was like when Göran Persson shot billions upon billions to shorten the care queues!,3,2,
1436,Ebba Busch (KD),,,,,Det fick ingen mätbar effekt.,It had no measurable effect.,4,2,
1437,Ebba Busch (KD),,,,,"När Alliansen införde strukturella vårdreformer halverades vårdköerna, och när Socialdemokraterna drog i den där reformbromsen fördubblades vårdköerna.","When the Alliance introduced structural health care reforms, the health care queues were halved, and when the Social Democrats pulled that reform brake, the health care queues doubled.",5,2,
1438,Ebba Busch (KD),,,,,"De var alltså rekordlånga redan före pandemin, och man kan inte hantera krisen och de strukturella bristerna i välfärden och i vården med pandemirestriktioner.","They were thus record-breaking even before the pandemic, and the crisis and the structural shortcomings in welfare and care with pandemic restrictions cannot be dealt with.",6,2,
1439,Ebba Busch (KD),,,,,"Nu behövs en ny start för Sverige, där vi tar tag i vårdens och välfärdens problem, där vi avskaffar landstingen, där vi genomför århundradets vårdreform och där vi sätter patienterna och människovärdet i centrum.","Now a new start is needed for Sweden, where we address the problems of healthcare and welfare, where we abolish the county councils, where we implement the healthcare reform of the century and where we put patients and human value at the center.",0,3,
1440,Johan Pehrson (L),,,,,Fru talman!,Madam President!,0,0,
1441,Johan Pehrson (L),,,,,Jag är en hoppfull själ trots att vi lever i en orolig tid.,I am a hopeful soul even though we live in a troubled time.,1,0,
1442,Johan Pehrson (L),,,,,Men jag är faktiskt orolig för många barn i den svenska skolan.,But I am actually worried about many children in the Swedish school.,2,0,
1443,Johan Pehrson (L),,,,,Jag är orolig för de barn som går till en skola där gäng härjar eller flickor trakasseras.,I&#39;m worried about the children who go to school where gangs ravage or girls are harassed.,3,0,
1444,Johan Pehrson (L),,,,,Jag är orolig för barn som har förlorat sin skoltid på grund av covid eller som är hemmasittare över tid.,I&#39;m worried about children who have lost their schooling due to covid or who are homemakers over time.,4,0,
1445,Johan Pehrson (L),,,,,Jag är orolig för föräldrar som inte får välja en skola för sina barn om vänsterpartierna får bestämma.,I am worried about parents who are not allowed to choose a school for their children if the left parties are allowed to decide.,5,0,
1446,Johan Pehrson (L),,,,,"Men jag är ändå hoppfull, för i höst går Sverige till val.","But I am still hopeful, because this autumn Sweden will go to the polls.",0,1,
1447,Johan Pehrson (L),,,,,Liberalerna går till val på en skolpolitik där staten tar över ansvaret för skolan från kommunerna för att öka rättvisan i hela vårt land.,The Liberals go to the polls for a school policy where the state takes over responsibility for the school from the municipalities to increase justice throughout our country.,1,1,
1448,Johan Pehrson (L),,,,,Skolan i hela landet får då en chans till ett ordningslyft men också tillgång till självklara saker som fysiska skolböcker.,The school throughout the country then gets a chance to raise order but also access to obvious things such as physical school books.,2,1,
1449,Johan Pehrson (L),,,,,"Barn ska, lite grovt uttryckt, ha böcker i handen och inte vapen eller narkotika.","Children should, to put it a little roughly, have books in their hands and not weapons or drugs.",3,1,
